Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,139.95143908390642,164.98380766613772,3.631200898757646,6.52952650929643,115.78707767155126,90.0,90.0,90.0,90.0,90.0,bird_dog
left,119.26394559647434,136.91500724950185,7.947544218724021,154.31975174632868,47.52492889032236,90.0,90.0,90.0,90.0,90.0,bird_dog
left,136.23175225632738,148.10836556206445,3.0037661417043187,54.357120983477365,32.56165173507463,90.0,90.0,90.0,90.0,90.0,bird_dog
left,164.39927512865552,157.88627567234914,18.48082543896535,86.7824185750456,20.866939064606843,90.0,90.0,90.0,90.0,90.0,bird_dog
left,107.99760263701437,156.2601203046899,9.473876628047178,34.21479043568254,162.40269649728756,90.0,90.0,90.0,90.0,90.0,bird_dog
left,173.4550909151223,175.7674553312768,23.052108871969555,147.11537091567115,19.331324152401365,90.0,90.0,90.0,90.0,90.0,bird_dog
left,122.0727635399646,177.90396262653786,8.669156980254144,93.42411383100743,22.56319567231889,90.0,90.0,90.0,90.0,90.0,bird_dog
left,130.98137331050867,176.55910684564097,10.035115762973067,92.9326131164599,103.77329863752882,90.0,90.0,90.0,90.0,90.0,bird_dog
left,168.96668338670585,177.60292145199995,19.072877488519445,101.40057816149304,58.72642775996317,90.0,90.0,90.0,90.0,90.0,bird_dog
left,132.82322919583953,155.29414759973974,8.559299078487824,95.89338109871294,92.40688219078307,90.0,90.0,90.0,90.0,90.0,bird_dog
left,111.68594343260244,143.60918741292983,1.0824623953912138,120.12936207972814,75.8189139737907,90.0,90.0,90.0,90.0,90.0,bird_dog
left,134.40554007002024,125.11237751801883,2.776611323040353,93.61850195706357,23.802235738943512,90.0,90.0,90.0,90.0,90.0,bird_dog
left,133.31869488754452,179.15081148894788,0.09274147544355567,154.39620657461185,101.54681162857452,90.0,90.0,90.0,90.0,90.0,bird_dog
left,117.47770048976795,138.4585138257958,2.478178317915646,144.69380970989027,37.30662701350041,90.0,90.0,90.0,90.0,90.0,bird_dog
left,117.7126875165819,177.98295692568152,8.0406311027504,122.86829536221876,77.84597853039678,90.0,90.0,90.0,90.0,90.0,bird_dog
left,140.35814701611298,143.2466625142348,11.061678971979694,5.816719889622521,124.16647801230678,90.0,90.0,90.0,90.0,90.0,bird_dog
left,164.65278696356327,171.27109193128743,16.1718376467104,95.31055056572201,77.81601600270494,90.0,90.0,90.0,90.0,90.0,bird_dog
left,131.34030453880553,156.85428708669238,0.282525636079581,154.7004234916818,66.671287866161,90.0,90.0,90.0,90.0,90.0,bird_dog
left,103.0098182875462,139.73398551915815,11.755604538337941,66.10015558029001,36.09403830967866,90.0,90.0,90.0,90.0,90.0,bird_dog
left,130.0041599489644,173.93416838139638,8.480677038984606,83.10728376455897,92.17402652681022,90.0,90.0,90.0,90.0,90.0,bird_dog
left,157.38919465627717,150.812686159036,8.144444513844478,78.64897770650218,53.597486514776286,90.0,90.0,90.0,90.0,90.0,bird_dog
left,135.93806915281638,157.2159682266651,2.744152487073643,46.149693195540934,23.834449304534278,90.0,90.0,90.0,90.0,90.0,bird_dog
left,112.70128437993827,174.94073783575908,4.221995563616343,78.65426270289613,90.2078432425032,90.0,90.0,90.0,90.0,90.0,bird_dog
left,136.39961381890555,155.086088827474,10.00827460958022,27.679192207652584,142.0172791626859,90.0,90.0,90.0,90.0,90.0,bird_dog
left,156.6720060963084,156.51285866856773,6.3930070488258055,177.06112479235858,14.657545531210967,90.0,90.0,90.0,90.0,90.0,bird_dog
left,127.98710683285174,168.26062002967294,10.741458618961763,25.990803066271596,166.73288869421634,90.0,90.0,90.0,90.0,90.0,bird_dog
left,134.68849165839438,163.50865889164345,7.441825425677867,179.7305495011643,96.38056846160816,90.0,90.0,90.0,90.0,90.0,bird_dog
left,142.4144740417134,157.684246194731,2.091245457552316,29.030012065787886,154.25185242564694,90.0,90.0,90.0,90.0,90.0,bird_dog
left,130.99718116316782,167.65445885445078,1.1582128456678962,87.38707976076972,66.07484154271951,90.0,90.0,90.0,90.0,90.0,bird_dog
left,136.75145227998235,149.66064166705794,6.53893173649527,116.18343711344892,41.87097432138962,90.0,90.0,90.0,90.0,90.0,bird_dog
left,159.331866457312,176.7803018044869,22.521589262545906,30.58905244592818,125.33925722973589,90.0,90.0,90.0,90.0,90.0,bird_dog
left,135.7540425489326,168.74597998854946,0.11003263426836982,29.10933104298719,118.11178977228249,90.0,90.0,90.0,90.0,90.0,bird_dog
left,118.14002301657617,153.94098077843097,3.3683908906724462,66.80731006913841,118.88178647201369,90.0,90.0,90.0,90.0,90.0,bird_dog
left,136.96003957384082,151.02980145074463,5.085847972744615,73.9838674293566,70.9242964983595,90.0,90.0,90.0,90.0,90.0,bird_dog
left,156.5988691019389,142.05177751692756,3.6040924666948766,28.172756115914414,10.289968384372829,90.0,90.0,90.0,90.0,90.0,bird_dog
left,128.13185949463443,174.1882689843041,8.895238290125116,95.29345761505553,29.92903286910045,90.0,90.0,90.0,90.0,90.0,bird_dog
left,142.90985801957856,138.78546274128996,6.64088809027294,66.38714598384769,75.70992985175083,90.0,90.0,90.0,90.0,90.0,bird_dog
left,91.44636234263616,151.25615033167497,22.88231693896072,0.9203576366012691,79.88756168066624,90.0,90.0,90.0,90.0,90.0,bird_dog
left,130.08472060089292,164.5099630890947,4.7265905067878915,79.38919793539925,138.96594295982814,90.0,90.0,90.0,90.0,90.0,bird_dog
left,100.23671250740594,107.29596488236324,19.305458443662125,121.4624229747323,26.298509269441134,90.0,90.0,90.0,90.0,90.0,bird_dog
left,168.55526584205404,166.35378072872757,18.62452049479189,151.54246457297776,0.3969428140103056,90.0,90.0,90.0,90.0,90.0,bird_dog
left,167.5357408686977,178.1622148226141,13.951053752026825,140.50223935107633,18.17662123802172,90.0,90.0,90.0,90.0,90.0,bird_dog
left,147.04890666493952,153.81005770494463,9.436257752739314,161.68981147962248,102.89584860045174,90.0,90.0,90.0,90.0,90.0,bird_dog
left,138.6678683225422,143.63780170285958,10.436531406627207,84.99756918120919,36.90078730984011,90.0,90.0,90.0,90.0,90.0,bird_dog
left,150.69529535487098,149.10864393216306,6.386610890526803,104.02084387866512,5.783027858309957,90.0,90.0,90.0,90.0,90.0,bird_dog
left,112.1666209761265,163.3143071677776,13.214154218911123,81.24527145270275,40.550705610006695,90.0,90.0,90.0,90.0,90.0,bird_dog
left,97.57969445282244,117.54821914662753,3.9030365739486808,65.97511112292669,109.73079769076303,90.0,90.0,90.0,90.0,90.0,bird_dog
left,128.2200728801645,152.0831951156016,4.0779343863333,115.47234788716429,2.273623343336157,90.0,90.0,90.0,90.0,90.0,bird_dog
left,117.45590001815552,177.95086459301532,6.469583910849269,145.14110474778184,17.58573900363345,90.0,90.0,90.0,90.0,90.0,bird_dog
left,137.3444389901893,144.68126528534043,9.632545658884215,137.36744948152298,30.90597640376339,90.0,90.0,90.0,90.0,90.0,bird_dog
left,137.13983958486293,154.71493402021747,5.033339039414313,95.08123963712204,8.515060208068927,90.0,90.0,90.0,90.0,90.0,bird_dog
left,125.38376147851315,161.07272321569448,2.8846363013348437,99.37422173393335,48.45980943695615,90.0,90.0,90.0,90.0,90.0,bird_dog
left,123.92467503661868,155.54663876364836,3.817474100930988,178.43732390736315,131.46896788831185,90.0,90.0,90.0,90.0,90.0,bird_dog
left,130.09214562794673,178.543550378442,0.6035357154924887,62.98752689674734,74.22295608628013,90.0,90.0,90.0,90.0,90.0,bird_dog
left,140.83241865227458,159.73500052077392,5.818472007887224,135.60867856748484,95.41361540512555,90.0,90.0,90.0,90.0,90.0,bird_dog
left,143.72046919242396,134.38060855347308,2.728929089542662,142.68488008638636,153.0277573505136,90.0,90.0,90.0,90.0,90.0,bird_dog
left,150.0436937716726,147.09245399151618,4.590631420025853,54.534420869241146,10.008951906819345,90.0,90.0,90.0,90.0,90.0,bird_dog
left,150.03635569230747,178.4847926306272,5.8394294502206705,74.62578839972643,81.78802415181886,90.0,90.0,90.0,90.0,90.0,bird_dog
left,115.69907367048785,143.78217626227885,17.14055339844735,176.8011840471324,3.5142883530248845,90.0,90.0,90.0,90.0,90.0,bird_dog
left,143.77843068409558,156.1028037842365,1.954506591333089,93.53218924814936,137.7911127523428,90.0,90.0,90.0,90.0,90.0,bird_dog
left,104.73357807949954,148.36374716493066,11.86816032460633,28.49639237503886,152.59446148491074,90.0,90.0,90.0,90.0,90.0,bird_dog
left,44.23033409547308,132.83436755581113,2.8717775179155227,176.51301675174903,33.79871226085649,90.0,90.0,90.0,90.0,90.0,bridge
left,40.53933241828969,58.6236152651048,1.5346902202796595,173.919824853732,32.35078659418843,90.0,90.0,90.0,90.0,90.0,bridge
left,32.18652174318528,60.56969537264221,3.0935585092162534,168.47320855831185,32.70419867393077,90.0,90.0,90.0,90.0,90.0,bridge
left,33.286485180680124,112.40793568455234,3.773334213759161,177.44850337274096,28.808061448793485,90.0,90.0,90.0,90.0,90.0,bridge
left,33.650462870683654,68.11199533173885,6.300001831760397,161.68432989157725,12.962543127624413,90.0,90.0,90.0,90.0,90.0,bridge
left,35.095340646699924,92.94870483802251,3.2233382258819208,173.37804493033923,33.05718564810581,90.0,90.0,90.0,90.0,90.0,bridge
left,49.14016305078121,22.527603189504774,6.941924032522215,179.79488884245166,31.377969100191812,90.0,90.0,90.0,90.0,90.0,bridge
left,43.927794261504836,1.864687962386594,2.2028282273428195,179.42940040664513,28.08935199829062,90.0,90.0,90.0,90.0,90.0,bridge
left,34.13253910258082,129.4246104626751,0.7596587346692777,178.20725679923257,25.72066747135268,90.0,90.0,90.0,90.0,90.0,bridge
left,34.83903044586657,175.84544160439373,0.6282577934563504,169.54753634218662,34.81526438993824,90.0,90.0,90.0,90.0,90.0,bridge
left,42.89828086335868,88.78001869714782,13.928079584336249,173.5811761994345,29.875179078538295,90.0,90.0,90.0,90.0,90.0,bridge
left,33.67306143874753,157.12914665709093,0.8159007663525352,172.65692118033587,30.502284981771986,90.0,90.0,90.0,90.0,90.0,bridge
left,37.16295418911333,15.672678196565437,2.4707810290370733,167.04916721225229,14.10473374997851,90.0,90.0,90.0,90.0,90.0,bridge
left,50.275008422343404,102.0953504465565,9.185743215997372,175.94855133755829,26.571915038465363,90.0,90.0,90.0,90.0,90.0,bridge
left,38.91600965383942,35.061400392568736,2.923512709849873,178.186988344691,29.091939518651657,90.0,90.0,90.0,90.0,90.0,bridge
left,48.23767337438238,106.14747297835324,15.19005672985635,171.82450744744887,29.252885084695176,90.0,90.0,90.0,90.0,90.0,bridge
left,30.88756643548099,171.27307451847324,0.18992075436204092,169.08200942335506,31.638318755951687,90.0,90.0,90.0,90.0,90.0,bridge
left,48.21196004222786,103.76801241193606,16.270503495226265,171.8345155205535,34.81036444207289,90.0,90.0,90.0,90.0,90.0,bridge
left,40.33414064409658,147.19207135936782,3.4276307601435443,172.91737584048937,30.83482642276527,90.0,90.0,90.0,90.0,90.0,bridge
left,43.01922584443593,113.58016935085278,4.349311629247053,170.61686090197782,20.199891918346022,90.0,90.0,90.0,90.0,90.0,bridge
left,44.5158233407738,39.86558929623924,2.9024899052529007,171.44643452918262,22.427421997593427,90.0,90.0,90.0,90.0,90.0,bridge
left,48.50531924087348,106.05893856449346,7.917522900866976,179.83486676240926,30.74576934682728,90.0,90.0,90.0,90.0,90.0,bridge
left,37.03787667362269,49.09603506884034,0.777147067489112,173.20866298619262,31.11208056214745,90.0,90.0,90.0,90.0,90.0,bridge
left,38.47698867695236,121.47193649145153,4.149728281011779,175.74355380520464,21.755824014662775,90.0,90.0,90.0,90.0,90.0,bridge
left,42.60391700782231,78.65581918173456,4.415272998320391,165.75558966731376,19.8609484566192,90.0,90.0,90.0,90.0,90.0,bridge
left,35.08030982278269,156.3869808208761,4.628603713919405,166.59666574012803,34.3653746171485,90.0,90.0,90.0,90.0,90.0,bridge
left,42.128982111620815,102.01653265507342,2.4005971054967956,171.26098703602824,21.719880602117748,90.0,90.0,90.0,90.0,90.0,bridge
left,31.58559476959359,130.75739779951115,5.454765271672361,172.5604779188077,30.31267988895879,90.0,90.0,90.0,90.0,90.0,bridge
left,47.534944632561896,76.1001041244299,7.883123586429426,173.32479791274284,32.57494219509417,90.0,90.0,90.0,90.0,90.0,bridge
left,29.57177347179387,6.752128284792481,2.725223462708023,169.70853852931396,28.0553509256627,90.0,90.0,90.0,90.0,90.0,bridge
left,45.442724137862086,140.49225538909008,9.951851017637049,166.90671823346702,39.829833682423086,90.0,90.0,90.0,90.0,90.0,bridge
left,32.32134687838005,135.92763690876674,3.529613529963212,178.42866384833275,23.223338048773133,90.0,90.0,90.0,90.0,90.0,bridge
left,42.043897532163726,18.141052622567972,2.1797950477222847,176.92075828887587,25.81576236683577,90.0,90.0,90.0,90.0,90.0,bridge
left,40.06101011325268,103.07276184920973,3.2694146127602948,178.90129889374543,26.582135811208733,90.0,90.0,90.0,90.0,90.0,bridge
left,28.463430952357545,11.827318087114834,8.282186382505438,169.32213867914862,32.35445109665641,90.0,90.0,90.0,90.0,90.0,bridge
left,51.0241627405953,126.02276462055327,8.69472977614486,177.42030984971203,30.195713468601262,90.0,90.0,90.0,90.0,90.0,bridge
left,50.020494002990624,65.97277949561992,13.084179820599237,176.40093751794882,29.704563021143766,90.0,90.0,90.0,90.0,90.0,bridge
left,33.02339018929271,83.45888826786927,6.855810286724005,178.23116690238578,24.825359328243348,90.0,90.0,90.0,90.0,90.0,bridge
left,31.097160097140122,131.57785745057544,3.4738545092573094,168.13956322734794,15.346084042319657,90.0,90.0,90.0,90.0,90.0,bridge
left,34.807195225111776,157.872484167725,2.094174799620912,160.63600928411662,38.08660097507418,90.0,90.0,90.0,90.0,90.0,bridge
left,42.78878346109996,157.31344844225464,7.124175863890759,170.34569599301736,33.784844563893174,90.0,90.0,90.0,90.0,90.0,bridge
left,46.693022209220004,146.1228735047348,5.26633653399828,174.83579936032623,27.447903501062246,90.0,90.0,90.0,90.0,90.0,bridge
left,34.05446572537995,71.08137784111315,3.994569284779405,174.57714033757927,30.59178650248989,90.0,90.0,90.0,90.0,90.0,bridge
left,37.83574802845361,72.9705956548962,5.604236573593968,164.47109778440085,39.43528514967573,90.0,90.0,90.0,90.0,90.0,bridge
left,44.41782927826897,31.895679825008582,8.915948485583478,166.88757642560344,37.98527566189848,90.0,90.0,90.0,90.0,90.0,bridge
left,35.404510670975334,15.114398029980475,2.951028545705057,169.49376743418995,33.34037058969567,90.0,90.0,90.0,90.0,90.0,bridge
left,55.49217392165408,96.85387346184531,17.153107826882078,178.644711352555,29.62070479661632,90.0,90.0,90.0,90.0,90.0,bridge
left,28.19750762126578,66.64728593307571,9.294940246005421,175.7438437738039,22.667348493499407,90.0,90.0,90.0,90.0,90.0,bridge
left,45.90662852741894,106.94210770524492,0.14926579575054333,174.27613327682556,26.736948258362066,90.0,90.0,90.0,90.0,90.0,bridge
left,39.41934375960833,61.020165046368334,2.1487611073534327,173.1928432552616,23.620734241608556,90.0,90.0,90.0,90.0,90.0,bridge
left,38.079811936603065,120.89018036570457,1.5033979788867624,179.99817515920222,26.22436215261055,90.0,90.0,90.0,90.0,90.0,bridge
left,46.2486885920234,115.13202332503373,11.191657027899701,167.44283901335606,35.55251616107992,90.0,90.0,90.0,90.0,90.0,bridge
left,38.70605839067487,9.676797608005865,6.819573802333072,171.3550066656528,31.35159634960877,90.0,90.0,90.0,90.0,90.0,bridge
left,43.61281253009113,49.313881003090096,2.444758113471795,166.8879979914319,20.490516165526053,90.0,90.0,90.0,90.0,90.0,bridge
left,38.05380782535024,126.82968461618393,1.6080711331553161,174.3927710576946,23.25358795805569,90.0,90.0,90.0,90.0,90.0,bridge
left,39.32536337218013,155.2153128480766,0.7231822460647379,175.4927269017796,22.881407915391197,90.0,90.0,90.0,90.0,90.0,bridge
left,50.47662050574825,58.30818411016833,15.704313230749351,177.8125764243434,26.032484227536372,90.0,90.0,90.0,90.0,90.0,bridge
left,39.3029033927523,151.29929633613452,5.898226309717959,172.3868152489669,19.065260584359716,90.0,90.0,90.0,90.0,90.0,bridge
left,48.446280736538846,12.396498509823722,11.709877112960166,164.1444992684305,39.46512593959857,90.0,90.0,90.0,90.0,90.0,bridge
left,34.12958434966851,175.35754928520848,1.590753764411233,174.70261205789924,29.292671481469775,90.0,90.0,90.0,90.0,90.0,bridge
left,34.21896771927792,63.525814697724805,3.6082127530147763,175.41535658568117,29.938891251191862,90.0,90.0,90.0,90.0,90.0,bridge
left,41.424816275888304,146.4400228364037,2.36255303168471,177.88936989638682,29.77896628172348,90.0,90.0,90.0,90.0,90.0,bridge
left,37.863604134035675,124.12353841113205,1.6367713827651817,173.00769824886532,23.85910849389278,90.0,90.0,90.0,90.0,90.0,bridge
left,33.28540892405845,88.56140881671398,1.1304962303266435,169.36672788254293,34.34824018405195,90.0,90.0,90.0,90.0,90.0,bridge
left,27.519790398179214,116.64844070210648,9.338769631928974,171.81484991606482,33.16566571158374,90.0,90.0,90.0,90.0,90.0,bridge
left,41.380830482275044,135.2442859300042,4.251791990971247,177.70532801208915,31.508350405244713,90.0,90.0,90.0,90.0,90.0,bridge
left,51.51868622729892,77.56746688381394,14.29529495893298,174.43716589855683,33.417562380742595,90.0,90.0,90.0,90.0,90.0,bridge
left,37.52702632268641,114.41304066525825,2.6253354425242144,175.40355731700714,30.32379182785808,90.0,90.0,90.0,90.0,90.0,bridge
left,36.28798923173483,101.44204118598532,13.331065466313536,161.29139940523075,32.71941428334901,90.0,90.0,90.0,90.0,90.0,bridge
left,38.20488393874888,80.46572031735406,2.239560421211954,169.64952533704263,33.242819191210934,90.0,90.0,90.0,90.0,90.0,bridge
left,41.09975972891035,10.041015484699413,4.7152452696251625,178.21694090680955,25.096960184598203,90.0,90.0,90.0,90.0,90.0,bridge
left,46.42147858053474,31.96716061361733,7.104524651175828,177.8270679617897,27.811094314444418,90.0,90.0,90.0,90.0,90.0,bridge
left,35.60786758834572,0.26212185358048384,1.8224420155296697,169.54315300078358,36.19282543690396,90.0,90.0,90.0,90.0,90.0,bridge
left,37.934597793990406,150.50901290700548,5.435492436312058,170.59327695894677,31.57766575637661,90.0,90.0,90.0,90.0,90.0,bridge
left,49.65503453646028,179.36218821483223,11.296331742252043,175.88854054701542,32.4291710241665,90.0,90.0,90.0,90.0,90.0,bridge
left,49.56269432315417,74.74521367376755,22.146642217534417,152.86671767888632,43.969152244502254,90.0,90.0,90.0,90.0,90.0,bridge
left,52.663875482952875,158.67952347236155,4.401452263902743,150.91278747181332,9.884601309071568,90.0,90.0,90.0,90.0,90.0,bridge
left,42.74298399450285,149.46839749194368,5.037290692777888,178.45320393897023,30.650212355320363,90.0,90.0,90.0,90.0,90.0,bridge
left,39.988116869472165,80.78219649827116,5.091691850879414,178.38064701101717,23.257262148726227,90.0,90.0,90.0,90.0,90.0,bridge
left,38.663120370326695,92.12043526117174,0.17539346327223237,177.70860501985084,29.53163057136805,90.0,90.0,90.0,90.0,90.0,bridge
left,39.81674097659302,30.189268442689237,2.788835068228576,175.3218923096602,28.311104089407742,90.0,90.0,90.0,90.0,90.0,bridge
left,50.944353698481464,113.56693409357507,14.241964243697659,175.6518239248678,31.13286666464347,90.0,90.0,90.0,90.0,90.0,bridge
left,29.78443733685404,146.5945869770816,6.929188309814585,169.36653400021035,33.4253295099345,90.0,90.0,90.0,90.0,90.0,bridge
left,42.641967942251355,20.896566731212527,5.113205411765221,172.06055281100055,30.46936265653605,90.0,90.0,90.0,90.0,90.0,bridge
left,39.571617026014394,13.427053351891702,11.106051600784419,167.72465404240137,32.33760139750153,90.0,90.0,90.0,90.0,90.0,bridge
left,35.008930444274235,16.635552844726554,2.787658002889056,177.04013258940944,30.331515533051917,90.0,90.0,90.0,90.0,90.0,bridge
left,49.125550749388935,18.96212204533813,12.59860563786557,171.20769071188195,32.46879812364639,90.0,90.0,90.0,90.0,90.0,bridge
left,47.97689728445767,16.50750687459858,6.712773249769889,171.3734019518013,24.45846477843867,90.0,90.0,90.0,90.0,90.0,bridge
left,42.11642852001419,44.39399822168662,5.091734299179818,171.95613816893598,32.436295594860056,90.0,90.0,90.0,90.0,90.0,bridge
left,40.564991535638335,170.6935452817194,0.256847321203006,170.9267577515848,19.516580624926142,90.0,90.0,90.0,90.0,90.0,bridge
left,38.90761539902662,124.7201166878112,3.9509426379590735,170.77925484639638,22.036264676734053,90.0,90.0,90.0,90.0,90.0,bridge
left,47.55595714781293,14.34526582577045,6.475480309765626,174.999438711634,34.56733591936838,90.0,90.0,90.0,90.0,90.0,bridge
left,36.067110956776325,96.85686275059524,7.30140019252758,158.75028971730913,37.67667775050718,90.0,90.0,90.0,90.0,90.0,bridge
left,34.83561950273305,63.5761121396508,9.189314676386694,172.45654251800374,23.207187856313627,90.0,90.0,90.0,90.0,90.0,bridge
left,38.96902609528314,55.20267898803787,5.52061395797594,156.61930192145448,44.42049825031776,90.0,90.0,90.0,90.0,90.0,bridge
left,44.780880957874906,18.10561414559716,4.777558609924064,174.2704887812932,24.251923935024227,90.0,90.0,90.0,90.0,90.0,bridge
left,38.94711961958717,152.1771333680231,2.357392984821009,166.9278707570067,37.776977483028865,90.0,90.0,90.0,90.0,90.0,bridge
left,52.399446676136336,60.535396168453104,10.719003748526173,179.36772684224442,28.993277324080886,90.0,90.0,90.0,90.0,90.0,bridge
left,37.846742804270825,156.59370480415433,0.2884448380559173,170.3575666667928,18.969703459145776,90.0,90.0,90.0,90.0,90.0,bridge
left,29.079105723461357,133.53421577497826,9.796904710698504,171.18152740848043,30.94133842398807,90.0,90.0,90.0,90.0,90.0,bridge
left,178.70343318251352,98.35114878666813,129.40951409678055,25.422603263721527,159.75001026147063,90.0,90.0,90.0,90.0,90.0,cat_cow
left,157.5654397562975,170.92993870890842,138.95603108316166,7.815021996843561,152.59107028604905,90.0,90.0,90.0,90.0,90.0,cat_cow
left,168.92792955419762,9.008382835692768,165.90183860927442,14.228509659807036,174.64735562509668,90.0,90.0,90.0,90.0,90.0,cat_cow
left,148.00573455234485,163.8419012401905,97.12025329256778,23.041458238182408,152.8576810991136,90.0,90.0,90.0,90.0,90.0,cat_cow
